Date,Currency Pair,Open,Close,High,Low,Change
2/2/2016,USD/VND,"22,213.00","22,285.50","22,312.50","22,210.00",0.07%
1/2/2016,USD/VND,"22,195.00","22,271.00","22,315.00","22,195.00",0.13%
29/1/2016,USD/VND,"22,231.00","22,241.00","22,274.00","22,198.00",0.05%
28/1/2016,USD/VND,"22,255.00","22,230.00","22,354.00","22,171.00",-0.29%
27/1/2016,USD/VND,"22,300.00","22,295.00","22,352.00","22,268.00",-0.17%
26/1/2016,USD/VND,"22,333.00","22,333.50","22,415.50","22,258.00",-0.10%
25/1/2016,USD/VND,"22,429.00","22,355.00","22,514.00","22,314.00",-0.45%
22/1/2016,USD/VND,"22,375.00","22,455.00","22,499.00","22,360.00",0.29%
21/1/2016,USD/VND,"22,393.00","22,391.00","22,491.00","22,336.00",-0.29%
20/1/2016,USD/VND,"22,420.00","22,457.00","22,497.00","22,396.00",0.01%
19/1/2016,USD/VND,"22,420.00","22,455.00","22,499.00","22,392.00",0.25%
18/1/2016,USD/VND,"22,429.00","22,400.00","22,470.00","22,350.00",-0.07%
15/1/2016,USD/VND,"22,436.00","22,416.50","22,446.50","22,400.00",-0.09%
14/1/2016,USD/VND,"22,415.00","22,437.50","22,474.50","22,400.00",0.14%
13/1/2016,USD/VND,"22,428.00","22,406.50","22,449.50","22,380.00",-0.10%
12/1/2016,USD/VND,"22,435.00","22,429.50","22,451.50","22,370.00",-0.10%
11/1/2016,USD/VND,"22,474.00","22,453.00","22,535.00","22,384.00",-0.05%
8/1/2016,USD/VND,"22,474.00","22,465.00","22,513.00","22,426.00",-0.04%
7/1/2016,USD/VND,"22,490.00","22,475.00","22,545.00","22,406.00",0.03%
6/1/2016,USD/VND,"22,470.00","22,467.50","22,507.50","22,460.00",-0.08%
5/1/2016,USD/VND,"22,500.00","22,485.00","22,529.00","22,406.00",0.00%
4/1/2016,USD/VND,"22,485.00","22,485.00","22,564.00","22,406.00",0.00%
1/1/2016,USD/VND,"22,480.00","22,485.00","22,485.00","22,480.00",0.00%
31/12/2015,USD/VND,"22,461.00","22,485.00","22,505.00","22,460.00",0.18%
30/12/2015,USD/VND,"22,460.00","22,445.00","22,584.00","22,406.00",-0.16%
29/12/2015,USD/VND,"22,480.00","22,480.00","22,497.00","22,450.00",-0.23%
28/12/2015,USD/VND,"22,475.00","22,532.00","22,532.00","22,450.00",-0.05%
25/12/2015,USD/VND,"22,540.00","22,543.50","22,548.50","22,527.00",0.05%
24/12/2015,USD/VND,"22,435.00","22,532.00","22,561.00","22,435.00",0.00%
23/12/2015,USD/VND,"22,545.00","22,532.00","22,561.00","22,517.00",-0.06%
22/12/2015,USD/VND,"22,545.00","22,546.50","22,546.50","22,540.00",0.00%
21/12/2015,USD/VND,"22,540.00","22,546.00","22,547.00","22,517.00",0.10%
18/12/2015,USD/VND,"22,530.00","22,523.50","22,572.50","22,496.00",-0.01%
17/12/2015,USD/VND,"22,542.00","22,525.00","22,572.00","22,499.00",-0.03%
16/12/2015,USD/VND,"22,540.00","22,532.00","22,561.00","22,517.00",-0.03%
15/12/2015,USD/VND,"22,540.00","22,538.50","22,568.50","22,530.00",0.07%
14/12/2015,USD/VND,"22,483.00","22,522.50","22,567.50","22,483.00",0.10%
11/12/2015,USD/VND,"22,485.00","22,500.00","22,500.00","22,475.00",0.09%
10/12/2015,USD/VND,"22,480.00","22,480.00","22,497.00","22,470.00",0.00%
9/12/2015,USD/VND,"22,470.00","22,480.00","22,494.00","22,435.00",0.04%
8/12/2015,USD/VND,"22,469.00","22,470.00","22,483.00","22,450.00",-0.07%
7/12/2015,USD/VND,"22,477.00","22,485.00","22,487.00","22,450.00",0.02%
4/12/2015,USD/VND,"22,487.00","22,480.00","22,497.00","22,450.00",-0.03%
3/12/2015,USD/VND,"22,485.00","22,487.50","22,502.50","22,465.00",-0.04%
2/12/2015,USD/VND,"22,499.00","22,497.50","22,502.50","22,485.00",0.03%
1/12/2015,USD/VND,"22,500.00","22,490.00","22,502.00","22,475.00",-0.07%
30/11/2015,USD/VND,"22,487.00","22,505.00","22,540.00","22,460.00",0.09%
27/11/2015,USD/VND,"22,485.00","22,485.00","22,500.00","22,475.00",-0.02%
26/11/2015,USD/VND,"22,480.00","22,490.00","22,510.00","22,450.00",-0.07%
25/11/2015,USD/VND,"22,512.00","22,505.00","22,552.00","22,467.00",0.00%
24/11/2015,USD/VND,"22,488.00","22,505.00","22,530.00","22,450.00",0.08%
23/11/2015,USD/VND,"22,416.00","22,487.50","22,492.50","22,416.00",0.07%
20/11/2015,USD/VND,"22,468.00","22,472.50","22,481.50","22,430.00",0.00%
19/11/2015,USD/VND,"22,472.00","22,472.50","22,474.50","22,430.00",0.03%
18/11/2015,USD/VND,"22,465.00","22,465.00","22,507.00","22,430.00",-0.06%
17/11/2015,USD/VND,"22,470.00","22,477.50","22,479.50","22,440.00",0.14%
16/11/2015,USD/VND,"22,416.00","22,445.00","22,459.00","22,415.00",0.12%
13/11/2015,USD/VND,"22,415.00","22,417.50","22,418.50","22,370.00",0.07%
12/11/2015,USD/VND,"22,395.00","22,402.50","22,409.50","22,370.00",0.06%
11/11/2015,USD/VND,"22,400.00","22,390.00","22,419.00","22,370.00",-0.07%
10/11/2015,USD/VND,"22,415.00","22,405.00","22,430.00","22,390.00",-0.10%
9/11/2015,USD/VND,"22,339.00","22,427.50","22,427.50","22,339.00",0.28%
6/11/2015,USD/VND,"22,342.00","22,364.00","22,364.00","22,320.00",0.06%
5/11/2015,USD/VND,"22,324.00","22,351.50","22,362.50","22,313.00",0.00%
4/11/2015,USD/VND,"22,325.00","22,351.00","22,364.00","22,305.00",0.00%
3/11/2015,USD/VND,"22,340.00","22,351.00","22,375.00","22,293.00",0.05%
2/11/2015,USD/VND,"22,315.00","22,340.00","22,359.00","22,280.00",0.02%
30/10/2015,USD/VND,"22,315.00","22,335.50","22,346.50","22,280.00",0.00%
29/10/2015,USD/VND,"22,330.00","22,335.50","22,352.50","22,290.00",0.02%
28/10/2015,USD/VND,"22,290.00","22,331.00","22,342.00","22,280.00",0.00%
27/10/2015,USD/VND,"22,310.00","22,332.00","22,351.00","22,290.00",-0.04%
26/10/2015,USD/VND,"22,313.00","22,340.00","22,426.00","22,290.00",-0.25%
23/10/2015,USD/VND,"22,302.00","22,395.00","22,399.00","22,260.00",0.49%
22/10/2015,USD/VND,"22,295.00","22,285.00","22,309.00","22,270.00",-0.49%
21/10/2015,USD/VND,"22,296.00","22,395.00","22,399.00","22,280.00",0.00%
20/10/2015,USD/VND,"22,320.00","22,395.00","22,401.00","22,290.00",0.00%
19/10/2015,USD/VND,"22,275.00","22,395.00","22,397.00","22,270.00",0.51%
16/10/2015,USD/VND,"22,320.00","22,281.00","22,365.00","22,236.00",-0.51%
15/10/2015,USD/VND,"22,388.00","22,395.00","22,399.00","22,300.00",0.00%
14/10/2015,USD/VND,"22,395.00","22,395.00","22,415.00","22,370.00",-0.07%
13/10/2015,USD/VND,"22,395.00","22,410.00","22,426.00","22,380.00",0.25%
12/10/2015,USD/VND,"22,100.00","22,355.00","22,390.00","22,100.00",0.52%
9/10/2015,USD/VND,"22,160.00","22,238.50","22,250.50","22,100.00",0.10%
8/10/2015,USD/VND,"22,305.00","22,216.00","22,452.00","22,174.00",-1.35%
7/10/2015,USD/VND,"22,418.00","22,519.00","22,523.00","22,390.00",0.00%
6/10/2015,USD/VND,"22,471.00","22,519.00","22,522.00","22,430.00",0.19%
5/10/2015,USD/VND,"22,477.00","22,477.00","22,483.00","22,450.00",0.00%
2/10/2015,USD/VND,"22,471.00","22,477.50","22,485.50","22,450.00",-0.18%
1/10/2015,USD/VND,"22,475.00","22,519.00","22,524.00","22,450.00",0.00%
30/9/2015,USD/VND,"22,482.00","22,519.00","22,530.00","22,450.00",0.01%
29/9/2015,USD/VND,"22,495.00","22,517.50","22,548.50","22,449.00",-0.03%
28/9/2015,USD/VND,"22,489.00","22,524.00","22,540.00","22,440.00",0.02%
25/9/2015,USD/VND,"22,494.00","22,519.00","22,542.00","22,450.00",0.13%
24/9/2015,USD/VND,"22,450.00","22,490.00","22,494.00","22,450.00",-0.15%
23/9/2015,USD/VND,"22,473.00","22,524.50","22,526.50","22,450.00",0.02%
22/9/2015,USD/VND,"22,470.00","22,520.00","22,522.00","22,440.00",0.04%
21/9/2015,USD/VND,"22,473.00","22,510.50","22,542.50","22,440.00",0.00%
18/9/2015,USD/VND,"22,470.00","22,509.50","22,531.50","22,419.00",0.00%
17/9/2015,USD/VND,"22,505.00","22,508.50","22,530.50","22,470.00",-0.04%
16/9/2015,USD/VND,"22,497.00","22,518.50","22,537.50","22,419.00",-0.06%
15/9/2015,USD/VND,"22,419.00","22,531.00","22,535.00","22,419.00",0.20%
14/9/2015,USD/VND,"22,476.00","22,487.00","22,600.00","22,419.00",-0.26%
11/9/2015,USD/VND,"22,528.00","22,544.50","22,546.50","22,450.00",0.00%
10/9/2015,USD/VND,"22,532.00","22,544.50","22,546.50","22,460.00",0.29%
9/9/2015,USD/VND,"22,484.00","22,480.00","22,494.00","22,450.00",-0.29%
8/9/2015,USD/VND,"22,467.00","22,544.50","22,548.50","22,450.00",0.34%
7/9/2015,USD/VND,"22,467.00","22,468.00","22,483.00","22,450.00",-0.02%
4/9/2015,USD/VND,"22,478.00","22,472.50","22,490.50","22,460.00",-0.08%
3/9/2015,USD/VND,"22,495.00","22,490.00","22,525.00","22,451.00",0.01%
2/9/2015,USD/VND,"22,475.00","22,487.50","22,487.50","22,475.00",0.00%
1/9/2015,USD/VND,"22,477.00","22,487.50","22,507.50","22,450.00",0.03%
31/8/2015,USD/VND,"22,467.00","22,481.50","22,481.50","22,440.00",0.08%
28/8/2015,USD/VND,"22,532.00","22,462.50","22,542.50","22,440.00",-0.36%
27/8/2015,USD/VND,"22,532.00","22,544.50","22,546.50","22,460.00",0.00%
26/8/2015,USD/VND,"22,545.00","22,544.50","22,556.50","22,500.00",-0.01%
25/8/2015,USD/VND,"22,545.00","22,546.50","22,555.50","22,475.00",0.01%
24/8/2015,USD/VND,"22,470.00","22,544.50","22,553.50","22,450.00",0.12%
21/8/2015,USD/VND,"22,370.00","22,518.50","22,520.50","22,350.00",0.55%
20/8/2015,USD/VND,"22,395.00","22,396.00","22,428.00","22,350.00",-0.02%
19/8/2015,USD/VND,"22,085.00","22,400.00","22,430.00","22,085.00",1.38%
18/8/2015,USD/VND,"22,085.00","22,095.00","22,108.00","22,083.00",0.00%
17/8/2015,USD/VND,"22,085.00","22,094.00","22,099.00","22,080.00",-0.04%
14/8/2015,USD/VND,"22,060.00","22,103.00","22,111.00","22,060.00",0.05%
13/8/2015,USD/VND,"22,040.00","22,092.00","22,110.00","22,040.00",0.28%
12/8/2015,USD/VND,"21,822.00","22,030.00","22,052.00","21,818.00",0.93%
11/8/2015,USD/VND,"21,814.00","21,827.50","21,843.50","21,801.00",0.02%
10/8/2015,USD/VND,"21,814.00","21,822.50","21,826.50","21,801.00",0.03%
7/8/2015,USD/VND,"21,816.00","21,815.00","21,825.00","21,806.00",0.00%
6/8/2015,USD/VND,"21,817.00","21,815.00","21,830.00","21,780.00",-0.05%
5/8/2015,USD/VND,"21,814.00","21,826.50","21,834.50","21,809.00",0.02%
4/8/2015,USD/VND,"21,815.00","21,823.00","21,829.00","21,770.00",0.02%
3/8/2015,USD/VND,"21,815.00","21,818.00","21,828.00","21,807.00",0.00%
31/7/2015,USD/VND,"21,818.00","21,818.00","21,825.00","21,809.00",0.00%
30/7/2015,USD/VND,"21,818.00","21,818.00","21,827.00","21,785.00",-0.01%
29/7/2015,USD/VND,"21,818.00","21,819.50","21,824.50","21,815.00",0.00%
28/7/2015,USD/VND,"21,819.00","21,820.50","21,826.50","21,812.00",-0.05%
27/7/2015,USD/VND,"21,814.00","21,831.00","21,837.00","21,808.00",0.03%
24/7/2015,USD/VND,"21,816.00","21,825.00","21,833.00","21,806.00",0.01%
23/7/2015,USD/VND,"21,812.00","21,822.00","21,834.00","21,808.00",0.00%
22/7/2015,USD/VND,"21,819.00","21,822.00","21,828.00","21,810.00",0.02%
21/7/2015,USD/VND,"21,820.00","21,818.50","21,828.50","21,810.00",-0.02%
20/7/2015,USD/VND,"21,815.00","21,823.50","21,828.50","21,808.00",0.03%
17/7/2015,USD/VND,"21,808.00","21,818.00","21,822.00","21,805.00",0.02%
16/7/2015,USD/VND,"21,785.00","21,814.00","21,818.00","21,785.00",0.00%
15/7/2015,USD/VND,"21,810.00","21,814.00","21,818.00","21,785.00",0.00%
14/7/2015,USD/VND,"21,807.00","21,814.00","21,824.00","21,785.00",0.00%
13/7/2015,USD/VND,"21,810.00","21,814.00","21,822.00","21,785.00",0.02%
10/7/2015,USD/VND,"21,813.00","21,810.00","21,842.00","21,783.00",-0.02%
9/7/2015,USD/VND,"21,813.00","21,814.00","21,822.00","21,785.00",0.00%
8/7/2015,USD/VND,"21,815.00","21,814.00","21,816.00","21,785.00",-0.11%
7/7/2015,USD/VND,"21,813.00","21,838.50","21,864.50","21,785.00",0.00%
6/7/2015,USD/VND,"21,810.00","21,838.50","21,855.50","21,710.00",0.15%
3/7/2015,USD/VND,"21,806.00","21,805.00","21,836.00","21,780.00",0.00%
2/7/2015,USD/VND,"21,778.00","21,805.00","21,842.00","21,770.00",0.00%
1/7/2015,USD/VND,"21,810.00","21,805.00","21,843.00","21,780.00",-0.16%
30/6/2015,USD/VND,"21,816.00","21,839.50","21,855.50","21,750.00",-0.01%
29/6/2015,USD/VND,"21,815.00","21,842.00","21,848.00","21,750.00",0.02%
26/6/2015,USD/VND,"21,818.00","21,838.50","21,849.50","21,740.00",0.00%
25/6/2015,USD/VND,"21,815.00","21,837.50","21,839.50","21,740.00",0.11%
24/6/2015,USD/VND,"21,813.00","21,812.50","21,856.50","21,735.00",0.03%
23/6/2015,USD/VND,"21,775.00","21,807.00","21,842.00","21,730.00",0.01%
22/6/2015,USD/VND,"21,775.00","21,805.00","21,827.00","21,750.00",0.00%
19/6/2015,USD/VND,"21,770.00","21,805.00","21,825.00","21,750.00",-0.02%
18/6/2015,USD/VND,"21,775.00","21,810.00","21,825.00","21,740.00",0.03%
17/6/2015,USD/VND,"21,775.00","21,802.50","21,842.50","21,740.00",0.00%
16/6/2015,USD/VND,"21,770.00","21,802.50","21,830.50","21,750.00",0.00%
15/6/2015,USD/VND,"21,740.00","21,802.50","21,807.50","21,730.00",0.01%
12/6/2015,USD/VND,"21,770.00","21,800.00","21,835.00","21,720.00",0.05%
11/6/2015,USD/VND,"21,740.00","21,790.00","21,857.00","21,730.00",-0.06%
10/6/2015,USD/VND,"21,770.00","21,802.50","21,817.50","21,730.00",-0.01%
9/6/2015,USD/VND,"21,780.00","21,805.00","21,835.00","21,710.00",-0.05%
8/6/2015,USD/VND,"21,780.00","21,815.00","21,835.00","21,710.00",0.01%
5/6/2015,USD/VND,"21,780.00","21,812.50","21,837.50","21,710.00",-0.02%
4/6/2015,USD/VND,"21,780.00","21,817.50","21,837.50","21,720.00",0.00%
3/6/2015,USD/VND,"21,785.00","21,817.50","21,844.50","21,710.00",0.00%
2/6/2015,USD/VND,"21,720.00","21,817.50","21,844.50","21,710.00",0.00%
1/6/2015,USD/VND,"21,780.00","21,817.50","21,844.50","21,700.00",0.01%
29/5/2015,USD/VND,"21,770.00","21,815.00","21,830.00","21,700.00",0.02%
28/5/2015,USD/VND,"21,780.00","21,810.00","21,825.00","21,720.00",0.00%
27/5/2015,USD/VND,"21,805.00","21,810.00","21,837.00","21,720.00",-0.07%
26/5/2015,USD/VND,"21,780.00","21,825.00","21,850.00","21,720.00",-0.05%
25/5/2015,USD/VND,"21,780.00","21,835.00","21,835.00","21,700.00",0.14%
22/5/2015,USD/VND,"21,780.00","21,805.00","21,845.00","21,740.00",-0.03%
21/5/2015,USD/VND,"21,785.00","21,812.50","21,832.50","21,765.00",0.01%
20/5/2015,USD/VND,"21,780.00","21,810.00","21,835.00","21,740.00",0.03%
19/5/2015,USD/VND,"21,770.00","21,802.50","21,827.50","21,730.00",0.05%
18/5/2015,USD/VND,"21,640.00","21,792.50","21,822.50","21,640.00",0.13%
15/5/2015,USD/VND,"21,770.00","21,765.00","21,810.00","21,720.00",-0.14%
14/5/2015,USD/VND,"21,710.00","21,795.00","21,795.00","21,620.00",0.25%
13/5/2015,USD/VND,"21,680.00","21,740.00","21,750.00","21,600.00",0.14%
12/5/2015,USD/VND,"21,670.00","21,710.00","21,740.00","21,600.00",0.00%
11/5/2015,USD/VND,"21,600.00","21,710.00","21,720.00","21,600.00",0.14%
8/5/2015,USD/VND,"21,655.00","21,680.00","21,700.00","21,600.00",0.00%
7/5/2015,USD/VND,"21,620.00","21,680.00","21,730.00","21,600.00",0.16%
6/5/2015,USD/VND,"21,640.00","21,645.00","21,695.00","21,560.00",0.00%
5/5/2015,USD/VND,"21,580.00","21,645.00","21,692.00","21,540.00",0.07%
4/5/2015,USD/VND,"21,550.00","21,630.00","21,660.00","21,520.00",0.19%
1/5/2015,USD/VND,"21,550.00","21,590.00","21,590.00","21,550.00",0.00%
30/4/2015,USD/VND,"21,550.00","21,590.00","21,590.00","21,550.00",0.00%
29/4/2015,USD/VND,"21,550.00","21,590.00","21,590.00","21,550.00",0.00%
28/4/2015,USD/VND,"21,550.00","21,590.00","21,590.00","21,550.00",0.00%
27/4/2015,USD/VND,"21,595.00","21,590.00","21,635.00","21,550.00",-0.02%
24/4/2015,USD/VND,"21,550.00","21,595.00","21,630.00","21,500.00",0.02%
23/4/2015,USD/VND,"21,555.00","21,590.00","21,620.00","21,550.00",0.02%
22/4/2015,USD/VND,"21,550.00","21,586.00","21,587.00","21,530.00",0.00%
21/4/2015,USD/VND,"21,560.00","21,585.00","21,612.00","21,530.00",0.01%
20/4/2015,USD/VND,"21,560.00","21,582.50","21,619.50","21,500.00",-0.03%
17/4/2015,USD/VND,"21,575.00","21,590.00","21,633.00","21,500.00",-0.06%
16/4/2015,USD/VND,"21,580.00","21,603.50","21,611.50","21,500.00",-0.03%
15/4/2015,USD/VND,"21,570.00","21,610.00","21,640.00","21,500.00",0.05%
14/4/2015,USD/VND,"21,580.00","21,600.00","21,635.00","21,500.00",-0.02%
13/4/2015,USD/VND,"21,570.00","21,605.00","21,625.00","21,500.00",0.00%
10/4/2015,USD/VND,"21,570.00","21,605.00","21,635.00","21,500.00",0.00%
9/4/2015,USD/VND,"21,580.00","21,605.00","21,645.00","21,500.00",0.00%
8/4/2015,USD/VND,"21,570.00","21,605.00","21,645.00","21,500.00",0.00%
7/4/2015,USD/VND,"21,560.00","21,605.00","21,620.00","21,470.00",0.05%
6/4/2015,USD/VND,"21,560.00","21,595.00","21,628.00","21,470.00",0.00%
3/4/2015,USD/VND,"21,560.00","21,595.00","21,625.00","21,470.00",0.02%
2/4/2015,USD/VND,"21,530.00","21,590.00","21,620.00","21,470.00",0.12%
1/4/2015,USD/VND,"21,520.00","21,565.00","21,595.00","21,490.00",0.05%
31/3/2015,USD/VND,"21,510.00","21,555.00","21,575.00","21,490.00",0.05%
30/3/2015,USD/VND,"21,500.00","21,545.00","21,570.00","21,500.00",0.05%
27/3/2015,USD/VND,"21,480.00","21,535.00","21,545.00","21,430.00",0.09%
26/3/2015,USD/VND,"21,470.00","21,515.00","21,520.00","21,430.00",0.05%
25/3/2015,USD/VND,"21,500.00","21,505.00","21,545.00","21,409.00",-0.16%
24/3/2015,USD/VND,"21,500.00","21,540.00","21,570.00","21,430.00",0.07%
23/3/2015,USD/VND,"21,440.00","21,525.00","21,550.00","21,420.00",0.14%
20/3/2015,USD/VND,"21,430.00","21,495.00","21,520.00","21,420.00",0.05%
19/3/2015,USD/VND,"21,470.00","21,485.00","21,505.00","21,410.00",-0.12%
18/3/2015,USD/VND,"21,450.00","21,510.00","21,510.00","21,420.00",0.16%
17/3/2015,USD/VND,"21,410.00","21,475.00","21,475.00","21,380.00",-0.02%
16/3/2015,USD/VND,"21,350.00","21,480.00","21,500.00","21,340.00",0.42%
13/3/2015,USD/VND,"21,335.00","21,390.00","21,390.00","21,330.00",0.12%
12/3/2015,USD/VND,"21,330.00","21,365.00","21,390.00","21,325.00",0.05%
11/3/2015,USD/VND,"21,320.00","21,355.00","21,385.00","21,320.00",-0.02%
10/3/2015,USD/VND,"21,320.00","21,360.00","21,390.00","21,320.00",0.02%
9/3/2015,USD/VND,"21,320.00","21,355.00","21,390.00","21,315.00",0.02%
6/3/2015,USD/VND,"21,320.00","21,350.00","21,400.00","21,280.00",-0.02%
5/3/2015,USD/VND,"21,320.00","21,355.00","21,355.00","21,320.00",-0.05%
4/3/2015,USD/VND,"21,320.00","21,365.00","21,385.00","21,320.00",0.08%
3/3/2015,USD/VND,"21,320.00","21,347.50","21,377.50","21,320.00",0.00%
2/3/2015,USD/VND,"21,320.00","21,347.50","21,396.50","21,315.00",0.00%
27/2/2015,USD/VND,"21,330.00","21,347.50","21,381.50","21,320.00",-0.08%
26/2/2015,USD/VND,"21,330.00","21,365.00","21,399.00","21,330.00",0.00%
25/2/2015,USD/VND,"21,290.00","21,365.00","21,380.00","21,290.00",0.12%
24/2/2015,USD/VND,"21,315.00","21,340.00","21,385.00","21,290.00",0.05%
23/2/2015,USD/VND,"21,300.00","21,330.00","21,330.00","21,300.00",0.00%
20/2/2015,USD/VND,"21,300.00","21,330.00","21,330.00","21,300.00",0.00%
19/2/2015,USD/VND,"21,300.00","21,330.00","21,330.00","21,300.00",0.00%
18/2/2015,USD/VND,"21,300.00","21,330.00","21,330.00","21,300.00",0.00%
17/2/2015,USD/VND,"21,300.00","21,330.00","21,330.00","21,300.00",0.00%
16/2/2015,USD/VND,"21,300.00","21,330.00","21,330.00","21,300.00",0.00%
13/2/2015,USD/VND,"21,300.00","21,330.00","21,350.00","21,300.00",0.20%
12/2/2015,USD/VND,"21,226.00","21,287.50","21,390.00","21,226.00",-0.14%
11/2/2015,USD/VND,"21,310.00","21,318.00","21,370.00","21,226.00",0.72%
10/2/2015,USD/VND,"21,263.30","21,165.00","21,370.00","21,114.00",-0.90%
9/2/2015,USD/VND,"21,310.00","21,357.50","21,370.00","21,219.00",0.35%
6/2/2015,USD/VND,"21,320.00","21,282.00","21,370.00","21,205.50",-0.01%
5/2/2015,USD/VND,"21,270.00","21,284.00","21,408.00","21,234.00",-0.58%
4/2/2015,USD/VND,"21,185.00","21,408.00","21,408.00","21,185.00",0.81%
3/2/2015,USD/VND,"21,320.00","21,235.00","21,390.00","21,185.00",-0.09%
2/2/2015,USD/VND,"21,310.00","21,254.00","21,405.00","21,203.00",-0.30%
30/1/2015,USD/VND,"21,231.00","21,317.00","21,375.00","21,229.00",0.17%
29/1/2015,USD/VND,"21,320.00","21,280.00","21,390.00","21,230.00",-0.30%
28/1/2015,USD/VND,"21,320.00","21,345.00","21,355.00","21,315.00",0.00%
27/1/2015,USD/VND,"21,320.00","21,345.00","21,355.00","21,320.00",0.00%
26/1/2015,USD/VND,"21,320.00","21,345.00","21,355.00","21,315.00",-0.02%
23/1/2015,USD/VND,"21,330.00","21,350.00","21,370.00","21,315.00",-0.05%
22/1/2015,USD/VND,"21,350.00","21,360.00","21,380.00","21,320.00",-0.09%
21/1/2015,USD/VND,"21,330.00","21,380.00","21,380.00","21,330.00",0.09%
20/1/2015,USD/VND,"21,330.00","21,360.00","21,370.00","21,315.00",0.02%
19/1/2015,USD/VND,"21,320.00","21,355.00","21,355.00","21,310.00",0.07%
16/1/2015,USD/VND,"21,320.00","21,340.00","21,365.00","21,310.00",-0.02%
15/1/2015,USD/VND,"21,310.00","21,345.00","21,365.00","21,310.00",0.02%
14/1/2015,USD/VND,"21,315.00","21,340.00","21,360.00","21,310.00",-0.02%
13/1/2015,USD/VND,"21,315.00","21,345.00","21,370.00","21,310.00",0.00%
12/1/2015,USD/VND,"21,340.00","21,345.00","21,390.00","21,315.00",-0.12%
9/1/2015,USD/VND,"21,350.00","21,370.00","21,410.00","21,310.00",-0.08%
8/1/2015,USD/VND,"21,420.00","21,387.50","21,477.50","21,350.00",-0.24%
7/1/2015,USD/VND,"21,420.00","21,440.00","21,470.00","21,370.00",0.02%
6/1/2015,USD/VND,"21,370.00","21,436.50","21,436.50","21,370.00",0.23%
5/1/2015,USD/VND,"21,385.00","21,387.50","21,417.50","21,370.00",0.00%
2/1/2015,USD/VND,"21,370.00","21,387.50","21,387.50","21,370.00",0.00%
1/1/2015,USD/VND,"21,370.00","21,387.50","21,387.50","21,370.00",0.00%
31/12/2014,USD/VND,"21,370.00","21,387.50","21,412.50","21,330.00",-0.02%
30/12/2014,USD/VND,"21,370.00","21,392.50","21,402.50","21,370.00",0.19%
29/12/2014,USD/VND,"21,370.00","21,352.50","21,442.50","21,300.00",-0.16%
26/12/2014,USD/VND,"21,370.00","21,387.50","21,407.50","21,370.00",-0.06%
25/12/2014,USD/VND,"21,370.00","21,400.00","21,420.00","21,350.00",0.06%
24/12/2014,USD/VND,"21,370.00","21,387.50","21,397.50","21,350.00",0.01%
23/12/2014,USD/VND,"21,320.00","21,385.00","21,410.00","21,320.00",0.00%
22/12/2014,USD/VND,"21,370.00","21,385.00","21,410.00","21,320.00",0.05%
19/12/2014,USD/VND,"21,370.00","21,375.00","21,395.00","21,335.00",-0.06%
18/12/2014,USD/VND,"21,370.00","21,387.50","21,417.50","21,340.00",0.00%
17/12/2014,USD/VND,"21,360.00","21,387.50","21,407.50","21,340.00",0.02%
16/12/2014,USD/VND,"21,370.00","21,382.50","21,412.50","21,350.00",-0.02%
15/12/2014,USD/VND,"21,370.00","21,387.50","21,407.50","21,310.00",0.00%
12/12/2014,USD/VND,"21,340.00","21,387.50","21,407.50","21,340.00",0.11%
11/12/2014,USD/VND,"21,340.00","21,365.00","21,396.00","21,330.00",0.00%
10/12/2014,USD/VND,"21,340.00","21,365.00","21,380.00","21,320.00",0.00%
9/12/2014,USD/VND,"21,300.00","21,365.00","21,389.00","21,300.00",0.12%
8/12/2014,USD/VND,"21,310.00","21,340.00","21,380.00","21,300.00",0.02%
5/12/2014,USD/VND,"21,300.00","21,335.00","21,365.00","21,300.00",-0.02%
4/12/2014,USD/VND,"21,340.00","21,340.00","21,408.00","21,300.00",-0.12%
3/12/2014,USD/VND,"21,370.00","21,365.00","21,395.00","21,340.00",-0.09%
2/12/2014,USD/VND,"21,390.00","21,385.00","21,415.00","21,360.00",-0.06%
1/12/2014,USD/VND,"21,390.00","21,397.50","21,422.50","21,315.00",0.21%
28/11/2014,USD/VND,"21,390.00","21,352.50","21,447.50","21,300.00",-0.20%
27/11/2014,USD/VND,"21,390.00","21,395.00","21,400.00","21,350.00",0.02%
26/11/2014,USD/VND,"21,370.00","21,390.00","21,410.00","21,350.00",0.02%
25/11/2014,USD/VND,"21,370.00","21,385.00","21,420.00","21,310.00",0.14%
24/11/2014,USD/VND,"21,320.00","21,355.00","21,460.00","21,285.00",-0.09%
21/11/2014,USD/VND,"21,295.00","21,375.00","21,385.00","21,295.00",0.11%
20/11/2014,USD/VND,"21,280.00","21,352.50","21,446.50","21,280.00",0.01%
19/11/2014,USD/VND,"21,360.00","21,350.00","21,460.00","21,280.00",-0.18%
18/11/2014,USD/VND,"21,310.00","21,387.50","21,432.50","21,280.00",0.20%
17/11/2014,USD/VND,"21,290.00","21,345.00","21,365.00","21,270.00",0.09%
14/11/2014,USD/VND,"21,290.00","21,325.00","21,345.00","21,185.00",0.00%
13/11/2014,USD/VND,"21,260.00","21,325.00","21,345.00","21,185.00",0.14%
12/11/2014,USD/VND,"21,250.00","21,295.00","21,315.00","21,185.00",0.00%
11/11/2014,USD/VND,"21,260.00","21,295.00","21,315.00","21,185.00",0.20%
10/11/2014,USD/VND,"21,220.00","21,252.50","21,357.50","21,185.00",-0.20%
